id,user_posted,name,description,date_posted,photos,url,quoted_post,tagged_users,replies,reposts,likes,views,external_url,hashtags,followers,biography,posts_count,profile_image_link,following,is_verified,quotes,bookmarks,parent_post_details,external_image_urls,videos,external_video_urls,verification_type,user_id,context_added,timestamp,input,error,error_code,warning,warning_code
1947819563007017098,GnDsville,GrahamAndDoddsville,"@almaforarizona They embrace “Globalize the Intifada” and pose with a man who refuses to condemn terrorist rapers starving their own ppl. They believe that they are morally superior and aren’t antisemitic bigoted Nazis 2.0.  The question is: Are they ignorant, stupid or just plain evil?",2025-07-23T00:42:27.000Z,,https://x.com/GnDsville/status/1947819563007017098,"{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}","[{""profile_id"":""979140480096071680"",""profile_name"":""(((Rep.Alma Hernandez)))"",""url"":""https://x.com/almaforarizona"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null}]",0,0,1,89,,,18843,"Value Investor, Securities Analyst, Columbia Business School Graduate, Buffett Groupie, All-Round Value Junkie, Music Lover, Drummer and Father",12312,https://pbs.twimg.com/profile_images/1194254633/cropped-Security-Analysis2_normal.jpg,889,FALSE,0,0,"{""post_id"":""1947806190446252254"",""profile_id"":""979140480096071680"",""profile_name"":""almaforarizona""}",,,,blue,979140480096071680,,2025-07-24T01:48:43.801Z,"{""url"":""https://x.com/GnDsville/status/1947819563007017098""}",,,,
1947806367554675127,Guillersuski89,GUILLERMOSTRAIGHT🏁,"My name is Guillermo Hartwell Alvarez. I live 1488, berlin Germany. If your watching this video, i'm probably dead. Killed by the membres of Tanisten Nationale Socialisten.",2025-07-22T23:50:01.000Z,,https://x.com/Guillersuski89/status/1947806367554675127,"{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,0,0,0,30,,,495,"hincha de @rosariocentral alias EL CAPO DE SUDAMERICA, HOMBRE DE NACIMIENTO, ATEO, HETEROSEXUAL, DE DERECHA FANATICO DEL ASADO,
TENDENCIASCARC HIZO EL BANNER",7406,https://pbs.twimg.com/profile_images/1947515868679716864/6ySej0cd_normal.jpg,1297,FALSE,0,0,"{""post_id"":null,""profile_id"":""1738658201707347968"",""profile_name"":""GUILLERMOSTRAIGHT🏁""}",,,,,1738658201707347968,,2025-07-24T01:48:43.818Z,"{""url"":""https://x.com/Guillersuski89/status/1947806367554675127""}",,,,
1831310890567614577,ramzpaul,RAMZPAUL,"@BaykalSheikh Territories that were previously part of Germany (prior to WW1) and who had a huge ethnic German population. Hiter had no desire to ""take over the world."" That is childish propaganda.",2024-09-04T12:38:35.000Z,,https://x.com/ramzpaul/status/1831310890567614577,"{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}","[{""profile_id"":""1486926456445935618"",""profile_name"":""Baykal"",""url"":""https://x.com/BaykalSheikh"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null}]",95,11,357,12201,,,162076,"A proud hillbilly. 
YouTube channel: https://t.co/f0ZX2xXOPr 
Rumble: https://t.co/aVLC1hv48m
Support me at: https://t.co/ucrJG0hBrW",100221,https://pbs.twimg.com/profile_images/1591074150696865792/4tQhJQFu_normal.jpg,385,FALSE,5,13,"{""post_id"":""1831310196783648995"",""profile_id"":""1486926456445935618"",""profile_name"":""BaykalSheikh""}",,,,blue,1486926456445935618,,2025-07-24T01:48:43.844Z,"{""url"":""https://x.com/ramzpaul/status/1831310890567614577""}",,,,
1948119898053279789,Truthtellerftm,Truth_teller 🇷🇺,@EYakoby Communism is Jewish. The jews said so.,2025-07-23T20:35:52.000Z,"[""https://pbs.twimg.com/media/GwkcuP_XcAI-SJZ.jpg""]",https://x.com/Truthtellerftm/status/1948119898053279789,"{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}","[{""profile_id"":""1249148165112160257"",""profile_name"":""Eyal Yakoby"",""url"":""https://x.com/EYakoby"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null}]",7,25,144,1512,,,109974,Retweets are not endorsements! buy me a coffee: https://t.co/S2AofRD6HS @Truthtellerftm on substack. btc: 13CoSW9K5dHq1yQUNTWyDqcU9YRP4wWSBp,47289,https://pbs.twimg.com/profile_images/1788127630996201474/kITDtHy__normal.jpg,2050,FALSE,3,8,"{""post_id"":""1948113782045049252"",""profile_id"":""1249148165112160257"",""profile_name"":""EYakoby""}",,,,blue,1249148165112160257,,2025-07-24T01:48:43.877Z,"{""url"":""https://x.com/Truthtellerftm/status/1948119898053279789""}",,,,
1818780382252179854,ForWesternkind,Conor,@Klaus_Arminius Antiwhite tyranny. Multiracialism and White erasure lead to a biospiritual arms race that governments attempt to manage by oppressing the native Whites.,2024-07-31T22:46:49.000Z,,https://x.com/ForWesternkind/status/1818780382252179854,"{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}","[{""profile_id"":""1483893386817986574"",""profile_name"":""Klaus Arminius"",""url"":""https://x.com/Klaus_Arminius"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null}]",3,27,444,10406,,,4147,Irish wellbeing ☘️ White wellbeing 🤍 Westernkind: we are one people of many nations and cultures. 🗺️ Antiwhiteism: the only evil that's legal. #NoWhiteGuilt,18331,https://pbs.twimg.com/profile_images/1652800353656614914/FZ_gzsoo_normal.jpg,293,FALSE,0,4,"{""post_id"":""1818778784847581243"",""profile_id"":""1483893386817986574"",""profile_name"":""Klaus_Arminius""}",,,,blue,1483893386817986574,,2025-07-24T01:48:43.881Z,"{""url"":""https://x.com/ForWesternkind/status/1818780382252179854""}",,,,
1759028889941098672,AraquelBloss,Araquel Bloss,"@ShaykhSulaiman Race supremacy, ethnostate, dehumanization, starvation, ethnic cleansing and genocide. Nazism and Zionism are from the same era, their ideologies and tactics are brothers.",2024-02-18T01:35:43.000Z,"[""https://pbs.twimg.com/media/GGlTcyiXQAAKw5m.jpg""]",https://x.com/AraquelBloss/status/1759028889941098672,"{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}","[{""profile_id"":""1291128494"",""profile_name"":""Sulaiman Ahmed"",""url"":""https://x.com/ShaykhSulaiman"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null}]",35,35,365,5652,,,15777,,49593,https://pbs.twimg.com/profile_images/1909753725855404032/hIpUMYQu_normal.jpg,7238,FALSE,1,2,"{""post_id"":""1759027199775277250"",""profile_id"":""1291128494"",""profile_name"":""ShaykhSulaiman""}",,,,blue,1291128494,,2025-07-24T01:48:43.901Z,"{""url"":""https://x.com/AraquelBloss/status/1759028889941098672""}",,,,
1785975242239975649,SamParkerSenate,Sam Parker 🇺🇲,"📺🇩🇪 THEY MADE ME DO THIS! 🔊Since j -ws are about to outlaw any & all speech they don't like--it's become absolutely necessary to post speech that they'll hate & find offensive.You've never heard AH's final radio address in the original English. But, he had something very interesting to say:""If Germany today were the Germany envisaged by the Versailles treaty, Europe would long since have been swept away by the hurricane from central Asia. It is hardly necessary to argue with those eternal blockheads who maintain that an unarmed Germany would--owing to its impotence--not have become a victim of this j -wish international world plot. The fight against this j -wish Asiatic bolshevism had been raging long before National Socialism came into power. The only reason why it had not already overrun Europe during the years 1919-20 was that it was then itself too weak and too poorly armed.""if you love free speech, listen to the speech in its entirety:",2024-05-02T10:10:54.000Z,,https://x.com/SamParkerSenate/status/1785975242239975649,"{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,99,496,1501,124465,,,174666,"Ran for US Senate-UT. America 1st. MAGLA-Make American Government Local Again. Repeal 16th/17th/19th/26th, Reapportionment Act of 1929 & Immigration Act of 1965",107954,https://pbs.twimg.com/profile_images/1363243780980183044/9kMTAeVl_normal.jpg,1467,FALSE,43,870,"{""post_id"":null,""profile_id"":""965451112395415552"",""profile_name"":""Sam Parker 🇺🇲""}",,"[{""video_url"":""https://video.twimg.com/amplify_video/1785974299914129409/vid/avc1/1280x720/fOFht360kHHsYwER.mp4?tag=14"",""duration"":886134}]",,,965451112395415552,,2025-07-24T01:48:43.904Z,"{""url"":""https://x.com/SamParkerSenate/status/1785975242239975649""}",,,,
1912630773456285831,permabulla,🤍permabulla🤍,“Nothing other than total Aryan victory will suffice” - Nick FuentesAmerica First Ep. 1488 is TONIGHT!,2025-04-16T22:14:46.000Z,,https://x.com/permabulla/status/1912630773456285831,"{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,103,526,5537,157317,,,77958,say it like it is | turn on notis | 👇🏻follow my telegram,16822,https://pbs.twimg.com/profile_images/1882537731223425024/y9ATfEXn_normal.jpg,515,FALSE,27,1117,"{""post_id"":null,""profile_id"":""1214304096955428865"",""profile_name"":""🤍permabulla🤍""}",,"[{""video_url"":""https://video.twimg.com/amplify_video/1912630718615748608/vid/avc1/1280x720/QvecOvsRLTqF9Hb0.mp4?tag=16"",""duration"":35200}]",,blue,1214304096955428865,,2025-07-24T01:48:43.948Z,"{""url"":""https://x.com/permabulla/status/1912630773456285831""}",,,,
1944834304057737283,nxt888,Sony Thang,"No, Amiran.You’re not the shield of humanity.You’re the spear tip of apartheid.The world doesn’t sleep peacefully because you’re ""awake.""It wakes up to footage of your bombs flattening homes.Of your soldiers executing children.Of your drones circling refugee camps like vultures.Your so-called ""border"" is someone else’s village.Your wall was built on someone else’s land.And your front line is a lie carved into stolen earth.You are not protecting anyone.You are not standing for peace.You are not fighting alone, because you were never attacked alone.You are the military extension of a settler colony.A client of empires who arm your impunity and fund your illusions.Don’t speak to us of humanity while Gazan mothers dig through rubble for their children.Don’t speak of protection while you snipe journalists, bomb ambulances, and target medics.You are not a defender.You are an occupier.And no amount of slogans, hashtags, or blue hearts will cleanse the blood.The land you claim remembers another name.And the people you displaced are still here.Still breathing.Still fighting.You are not the front line of humanity.You are its test.And one day, when your walls fall,You’ll see exactly what side of history you were standing on.",2025-07-14T19:00:06.000Z,,https://x.com/nxt888/status/1944834304057737283,"{""post_id"":""1944622890940289063"",""profile_id"":""Amiran_Zizovi"",""profile_name"":""AMIRAN 🇮🇱"",""data_posted"":""2023-11-11T10:12:31.000Z"",""url"":""https://x.com/Amiran_Zizovi/status/1944622890940289063"",""description"":""The world sleeps peacefully because we are awake.\nWhoever thinks that Israel is fighting alone should come to the border for a day. Our children are protecting your children. Our border is the front line of all humanity.\nTake a good look: behind this wall is you. Continue to https://t.co/coqsBs6E0L"",""photos"":[""https://pbs.twimg.com/media/GvxGOtCXoAEPg0s.jpg""],""videos"":null}",,97,1378,4012,71350,,,75826,"ʙᴏʀɴ ɪɴ ᴠɪᴇᴛɴᴀᴍ ɢʀᴇᴡ ᴜᴘ ɪɴ ᴇᴜʀᴏᴘᴇ ʟɪᴠᴇ ɪɴ ᴀꜱɪᴀ

https://t.co/U1Tvheffi9",13676,https://pbs.twimg.com/profile_images/1603685427159846912/xq6gObk3_normal.jpg,519,FALSE,33,161,"{""post_id"":null,""profile_id"":""24876821"",""profile_name"":""Sony Thang""}",,,,blue,24876821,,2025-07-24T01:48:43.969Z,"{""url"":""https://x.com/nxt888/status/1944834304057737283""}",,,,
1946238298529153309,dustyf1nish,CANARY,literally hundreds of thousands of american families that deserve the same fate,2025-07-18T15:59:04.000Z,,https://x.com/dustyf1nish/status/1946238298529153309,"{""post_id"":""1945939059932831759"",""profile_id"":""HumbleFlow"",""profile_name"":""Humble Flow"",""data_posted"":""2021-07-15T15:09:23.000Z"",""url"":""https://x.com/HumbleFlow/status/1945939059932831759"",""description"":""Never forgive the Bolsheviks for what they did to the Romanov family.\n\nToday, 107 years ago. https://t.co/zpeDe3mlwz"",""photos"":[""https://pbs.twimg.com/media/GwFWluRXcAABnRu.jpg""],""videos"":null}",,134,127,1885,135071,,,415,hey buddy would you like to buy a watch real cheap,20441,https://pbs.twimg.com/profile_images/1597789016211988480/LihL-fyY_normal.jpg,632,FALSE,42,118,"{""post_id"":null,""profile_id"":""1078085923919798273"",""profile_name"":""CANARY""}",,,,,1078085923919798273,,2025-07-24T01:48:43.973Z,"{""url"":""https://x.com/dustyf1nish/status/1946238298529153309""}",,,,
1948096319329010080,EpitaphPunk2,Don Wrinckles,"@TemaniCode @johncusack Ask @aipac , @israel , @idf , and that dickhead @netanyahu what the end game is.It's not peaceful coexistence.It's a shame that zionists traded humanity for conquest and war crimes.The world is done standing by.Prepare a good defense for Nuremberg 2.0 prosecutors to destroy.",2025-07-23T19:02:11.000Z,,https://x.com/EpitaphPunk2/status/1948096319329010080,"{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}","[{""profile_id"":""1937258327077191681"",""profile_name"":""TemaniCode"",""url"":""https://x.com/TemaniCode"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null},{""profile_id"":""17017636"",""profile_name"":""John Cusack"",""url"":""https://x.com/johncusack"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null},{""profile_id"":""15987296"",""profile_name"":""AIPAC 🇺🇸🇮🇱🎗️"",""url"":""https://x.com/AIPAC"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null},{""profile_id"":""52660746"",""profile_name"":""Israel ישראל"",""url"":""https://x.com/Israel"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null},{""profile_id"":""18576537"",""profile_name"":""Israel Defense Forces"",""url"":""https://x.com/IDF"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null},{""profile_id"":""17061263"",""profile_name"":""Benjamin Netanyahu - בנימין נתניהו"",""url"":""https://x.com/netanyahu"",""biography"":null,""is_verified"":null,""following"":null,""followers"":null}]",0,0,0,7,,,29,You don't believe in freedom; you're a dependent with Stockholm syndrome. Keep scrolling.,5590,https://pbs.twimg.com/profile_images/1832813587984764928/HohAL2TR_normal.jpg,78,FALSE,0,0,"{""post_id"":""1947916601073734091"",""profile_id"":""1937258327077191681"",""profile_name"":""TemaniCode""}",,,,,1937258327077191681,,2025-07-24T01:48:44.008Z,"{""url"":""https://x.com/EpitaphPunk2/status/1948096319329010080""}",,,,
1947650726508872026,SirOrange15SISC,SirOrange15🍊☀️Sol Invictus Social Club Founder⚡️,"This is the pathway, Aryans☀️⚡️⚡️STOP BEING NICE WITH PEOPLE THAT HATES YOU🫵🏻Those are jewish and semitic bio-weapons.",2025-07-22T13:31:33.000Z,,https://x.com/SirOrange15SISC/status/1947650726508872026,"{""post_id"":""1947630311396757958"",""profile_id"":""Gentilenewsnet"",""profile_name"":""Gentile News Network™"",""data_posted"":""2023-08-29T14:19:20.000Z"",""url"":""https://x.com/Gentilenewsnet/status/1947630311396757958"",""description"":""White man tells immigrants they are human feces and to GTFO of the country. https://t.co/m3zHzuBs99"",""photos"":null,""videos"":[{""url"":""https://video.twimg.com/ext_tw_video/1947630288906956800/pu/vid/avc1/720x720/SblfjWBmxScTP9a1.mp4?tag=12"",""duration"":27633}]}",,0,0,1,42,,,667,"Hellenism Based
Individual Rights
Sol Invictus' Aristocracy

Sol, Music, Saturated Fats, Ice-Cream, Rugby & Aesthetics",29898,https://pbs.twimg.com/profile_images/1922727831701757952/5WG1-qxD_normal.jpg,1385,FALSE,0,0,"{""post_id"":null,""profile_id"":""1653179073999298560"",""profile_name"":""SirOrange15🍊☀️Sol Invictus Social Club Founder⚡️""}",,,"[{""video_url"":null,""duration"":27633}]",,1653179073999298560,,2025-07-24T01:48:43.993Z,"{""url"":""https://x.com/SirOrange15SISC/status/1947650726508872026""}",,,,
